         ps       /tb_hybrid_control/HC_inst/o_sigma        /tb_hybrid_control/HC_inst/vC_32      /tb_hybrid_control/HC_inst/stheta        /tb_hybrid_control/HC_inst/jump             /tb_hybrid_control/HC_inst/z12                                 
          delta             /tb_hybrid_control/HC_inst/i_vC              /tb_hybrid_control/HC_inst/iC_32          /tb_hybrid_control/HC_inst/z1          /tb_hybrid_control/HC_inst/jump_1         /tb_hybrid_control/HC_inst/z22                    
                                   /tb_hybrid_control/HC_inst/i_iC                   /tb_hybrid_control/HC_inst/ctheta          /tb_hybrid_control/HC_inst/z2          /tb_hybrid_control/HC_inst/jump_2                                              
                                             /tb_hybrid_control/HC_inst/i_theta                                                             /tb_hybrid_control/HC_inst/sigma                                                                          
                                                                                                                                                 /tb_hybrid_control/HC_inst/s2                                                                        
          0  +0                                  StX      x      x            x            x            x            x            x            x            x            x 1 0            x            x            x            x 
   15200000  +1                                  St1  -8174    514          314        -8174          514        -1000            2       -10140          514      -534280 1 1       534280     10138972       -10140          514 
   15300000  +1                                  St1  -8154    770          314        -8154          770        -1000            2       -10120          770      -790240 1 1       790240     10118460       -10120          770 
   15400000  +1                                  St1  -8126   1026          314        -8126         1026        -1000            2       -10092         1026     -1046184 1 1      1046184     10089948       -10092         1026 
   15500000  +1                                  St1  -8090   1281          314        -8090         1281        -1000            2       -10056         1281     -1301112 1 1      1301112     10053438       -10056         1281 
   15600000  +1                                  St1  -8045   1534          314        -8045         1534        -1000            2       -10011         1534     -1554022 1 1      1554022     10007932       -10011         1534 
   15700000  +1                                  St1  -7993   1786          314        -7993         1786        -1000            2        -9959         1786     -1805918 1 1      1805918      9955428        -9959         1786 
   15800000  +1                                  St1  -7933   2037          314        -7933         2037        -1000            2        -9899         2037     -2056798 1 1      2056798      9894926        -9899         2037 
   15900000  +1                                  St1  -7865   2285          314        -7865         2285        -1000            2        -9831         2285     -2304662 1 1      2304662      9826430        -9831         2285 
   16000000  +1                                  St1  -7790   2531          314        -7790         2531        -1000            2        -9756         2531     -2550512 1 1      2550512      9750938        -9756         2531 
   16100000  +1                                  St1  -7706   2774          314        -7706         2774        -1000            2        -9672         2774     -2793344 1 1      2793344      9666452        -9672         2774 
   16200000  +1                                  St1  -7615   3015          314        -7615         3015        -1000            2        -9581         3015     -3034162 1 1      3034162      9574970        -9581         3015 
   16300000  +1                                  St1  -7517   3253          314        -7517         3253        -1000            2        -9483         3253     -3271966 1 1      3271966      9476494        -9483         3253 
   16400000  +1                                  St1  -7411   3487          314        -7411         3487        -1000            2        -9377         3487     -3505754 1 1      3505754      9370026        -9377         3487 
   16500000  +1                                  St1  -7298   3718          314        -7298         3718        -1000            2        -9264         3718     -3736528 1 1      3736528      9256564        -9264         3718 
   16600000  +1                                  St1  -7177   3946          314        -7177         3946        -1000            2        -9143         3946     -3964286 1 1      3964286      9135108        -9143         3946 
   16700000  +1                                  St1  -7050   4169          314        -7050         4169        -1000            2        -9016         4169     -4187032 1 1      4187032      9007662        -9016         4169 
   16800000  +1                                  St1  -6915   4388          314        -6915         4388        -1000            2        -8881         4388     -4405762 1 1      4405762      8872224        -8881         4388 
   16900000  +1                                  St1  -6774   4604          314        -6774         4604        -1000            2        -8740         4604     -4621480 1 1      4621480      8730792        -8740         4604 
   17000000  +1                                  St1  -6626   4814          314        -6626         4814        -1000            2        -8592         4814     -4831184 1 1      4831184      8582372        -8592         4814 
   17100000  +1                                  St1  -6472   5020          314        -6472         5020        -1000            2        -8438         5020     -5036876 1 1      5036876      8427960        -8438         5020 
   17200000  +1                                  St1  -6311   5221          314        -6311         5221        -1000            2        -8277         5221     -5237554 1 1      5237554      8266558        -8277         5221 
   17300000  +1                                  St1  -6144   5416          314        -6144         5416        -1000            2        -8110         5416     -5432220 1 1      5432220      8099168        -8110         5416 
   17400000  +1                                  St1  -5970   5607          314        -5970         5607        -1000            2        -7936         5607     -5622872 1 1      5622872      7924786        -7936         5607 
   17500000  +1                                  St1  -5791   5791          314        -5791         5791        -1000            2        -7757         5791     -5806514 1 1      5806514      7745418        -7757         5791 
   17600000  +1                                  St1  -5607   5970          314        -5607         5970        -1000            2        -7573         5970     -5985146 1 1      5985146      7561060        -7573         5970 
   17700000  +1                                  St1  -5416   6144          314        -5416         6144        -1000            2        -7382         6144     -6158764 1 1      6158764      7369712        -7382         6144 
   17800000  +1                                  St1  -5221   6311          314        -5221         6311        -1000            2        -7187         6311     -6325374 1 1      6325374      7174378        -7187         6311 
   17900000  +1                                  St1  -5020   6472          314        -5020         6472        -1000            2        -6986         6472     -6485972 1 1      6485972      6973056        -6986         6472 
   18000000  +1                                  St1  -4814   6626          314        -4814         6626        -1000            2        -6780         6626     -6639560 1 1      6639560      6766748        -6780         6626 
   18100000  +1                                  St1  -4604   6774          314        -4604         6774        -1000            2        -6570         6774     -6787140 1 1      6787140      6556452        -6570         6774 
   18200000  +1                                  St1  -4388   6915          314        -4388         6915        -1000            2        -6354         6915     -6927708 1 1      6927708      6340170        -6354         6915 
   18300000  +1                                  St1  -4169   7050          314        -4169         7050        -1000            2        -6135         7050     -7062270 1 1      7062270      6120900        -6135         7050 
   18400000  +1                                  St1  -3946   7177          314        -3946         7177        -1000            2        -5912         7177     -7188824 1 1      7188824      5897646        -5912         7177 
   18500000  +1                                  St1  -3718   7298          314        -3718         7298        -1000            2        -5684         7298     -7309368 1 1      7309368      5669404        -5684         7298 
   18600000  +1                                  St1  -3487   7411          314        -3487         7411        -1000            2        -5453         7411     -7421906 1 1      7421906      5438178        -5453         7411 
   18700000  +1                                  St1  -3253   7517          314        -3253         7517        -1000            2        -5219         7517     -7527438 1 1      7527438      5203966        -5219         7517 
   18800000  +1                                  St1  -3015   7615          314        -3015         7615        -1000            2        -4981         7615     -7624962 1 1      7624962      4965770        -4981         7615 
   18900000  +1                                  St1  -2774   7706          314        -2774         7706        -1000            2        -4740         7706     -7715480 1 1      7715480      4724588        -4740         7706 
   19000000  +1                                  St1  -2531   7790          314        -2531         7790        -1000            2        -4497         7790     -7798994 1 1      7798994      4481420        -4497         7790 
   19100000  +1                                  St1  -2285   7865          314        -2285         7865        -1000            2        -4251         7865     -7873502 1 1      7873502      4235270        -4251         7865 
   19200000  +1                                  St1  -2037   7933          314        -2037         7933        -1000            2        -4003         7933     -7941006 1 1      7941006      3987134        -4003         7933 
   19300000  +1                                  St1  -1786   7993          314        -1786         7993        -1000            2        -3752         7993     -8000504 1 1      8000504      3736014        -3752         7993 
   19400000  +1                                  St1  -1534   8045          314        -1534         8045        -1000            2        -3500         8045     -8052000 1 1      8052000      3483910        -3500         8045 
   19500000  +1                                  St1  -1281   8090          314        -1281         8090        -1000            2        -3247         8090     -8096494 1 1      8096494      3230820        -3247         8090 
   19600000  +1                                  St1  -1026   8126          314        -1026         8126        -1000            2        -2992         8126     -8131984 1 1      8131984      2975748        -2992         8126 
   19700000  +1                                  St1   -770   8154          314         -770         8154        -1000            2        -2736         8154     -8159472 1 1      8159472      2719692        -2736         8154 
   19800000  +1                                  St1   -514   8174          314         -514         8174        -1000            2        -2480         8174     -8178960 1 1      8178960      2463652        -2480         8174 
   19900000  +1                                  St1   -257   8186          314         -257         8186        -1000            2        -2223         8186     -8190446 1 1      8190446      2206628        -2223         8186 
   20000000  +1                                  St1      0   8191          314            0         8191        -1000            2        -1966         8191     -8194932 1 1      8194932      1949618        -1966         8191 
   20100000  +1                                  St1    257   8186          314          257         8186        -1000            2        -1709         8186     -8189418 1 1      8189418      1692628        -1709         8186 
   20200000  +1                                  St1    514   8174          314          514         8174        -1000            2        -1452         8174     -8176904 1 1      8176904      1435652        -1452         8174 
   20300000  +1                                  St1    770   8154          314          770         8154        -1000            2        -1196         8154     -8156392 1 1      8156392      1179692        -1196         8154 
   20400000  +1                                  St1   1026   8126          314         1026         8126        -1000            2         -940         8126     -8127880 1 1      8127880       923748         -940         8126 
   20500000  +1                                  St1   1281   8090          314         1281         8090        -1000            2         -685         8090     -8091370 1 1      8091370       668820         -685         8090 
   20600000  +1                                  St1   1534   8045          314         1534         8045        -1000            2         -432         8045     -8045864 1 1      8045864       415910         -432         8045 
   20700000  +1                                  St1   1786   7993          314         1786         7993        -1000            2         -180         7993     -7993360 1 1      7993360       164014         -180         7993 
   20800000  +1                                  St1   2037   7933          314         2037         7933        -1000            2           71         7933     -7932858 1 1      7932858       -86866           71         7933 
   20900000  +1                                  St1   2285   7865          314         2285         7865        -1000            2          319         7865     -7864362 1 1      7864362      -334730          319         7865 
   21000000  +1                                  St1   2531   7790          314         2531         7790        -1000            2          565         7790     -7788870 1 1      7788870      -580580          565         7790 
   21100000  +1                                  St1   2774   7706          314         2774         7706        -1000            2          808         7706     -7704384 1 1      7704384      -823412          808         7706 
   21200000  +1                                  St1   3015   7615          314         3015         7615        -1000            2         1049         7615     -7612902 1 1      7612902     -1064230         1049         7615 
   21300000  +1                                  St1   3253   7517          314         3253         7517        -1000            2         1287         7517     -7514426 1 1      7514426     -1302034         1287         7517 
   21400000  +1                                  St1   3487   7411          314         3487         7411        -1000            2         1521         7411     -7407958 1 1      7407958     -1535822         1521         7411 
   21500000  +1                                  St1   3718   7298          314         3718         7298        -1000            2         1752         7298     -7294496 1 1      7294496     -1766596         1752         7298 
   21600000  +1                                  St1   3946   7177          314         3946         7177        -1000            2         1980         7177     -7173040 1 1      7173040     -1994354         1980         7177 
   21700000  +1                                  St1   4169   7050          314         4169         7050        -1000            2         2203         7050     -7045594 1 1      7045594     -2217100         2203         7050 
   21800000  +1                                  St1   4388   6915          314         4388         6915        -1000            2         2422         6915     -6910156 1 1      6910156     -2435830         2422         6915 
   21900000  +1                                  St1   4604   6774          314         4604         6774        -1000            2         2638         6774     -6768724 1 1      6768724     -2651548         2638         6774 
   22000000  +1                                  St1   4814   6626          314         4814         6626        -1000            2         2848         6626     -6620304 1 1      6620304     -2861252         2848         6626 
   22100000  +1                                  St1   5020   6472          314         5020         6472        -1000            2         3054         6472     -6465892 1 1      6465892     -3066944         3054         6472 
   22200000  +1                                  St1   5221   6311          314         5221         6311        -1000            2         3255         6311     -6304490 1 1      6304490     -3267622         3255         6311 
   22300000  +1                                  St1   5416   6144          314         5416         6144        -1000            2         3450         6144     -6137100 1 1      6137100     -3462288         3450         6144 
   22400000  +1                                  St1   5607   5970          314         5607         5970        -1000            2         3641         5970     -5962718 1 1      5962718     -3652940         3641         5970 
   22500000  +1                                  St1   5791   5791          314         5791         5791        -1000            2         3825         5791     -5783350 1 1      5783350     -3836582         3825         5791 
   22600000  +1                                  St1   5970   5607          314         5970         5607        -1000            2         4004         5607     -5598992 1 1      5598992     -4015214         4004         5607 
   22700000  +1                                  St1   6144   5416          314         6144         5416        -1000            2         4178         5416     -5407644 1 1      5407644     -4188832         4178         5416 
   22800000  +1                                  St1   6311   5221          314         6311         5221        -1000            2         4345         5221     -5212310 1 1      5212310     -4355442         4345         5221 
   22900000  +1                                  St1   6472   5020          314         6472         5020        -1000            2         4506         5020     -5010988 1 1      5010988     -4516040         4506         5020 
   23000000  +1                                  St1   6626   4814          314         6626         4814        -1000            2         4660         4814     -4804680 1 1      4804680     -4669628         4660         4814 
   23100000  +1                                  St1   6774   4604          314         6774         4604        -1000            2         4808         4604     -4594384 1 1      4594384     -4817208         4808         4604 
   23200000  +1                                  St1   6915   4388          314         6915         4388        -1000            2         4949         4388     -4378102 1 1      4378102     -4957776         4949         4388 
   23300000  +1                                  St1   7050   4169          314         7050         4169        -1000            2         5084         4169     -4158832 1 1      4158832     -5092338         5084         4169 
   23400000  +1                                  St1   7177   3946          314         7177         3946        -1000            2         5211         3946     -3935578 1 1      3935578     -5218892         5211         3946 
   23500000  +1                                  St1   7298   3718          314         7298         3718        -1000            2         5332         3718     -3707336 1 1      3707336     -5339436         5332         3718 
   23600000  +1                                  St1   7411   3487          314         7411         3487        -1000            2         5445         3487     -3476110 1 1      3476110     -5451974         5445         3487 
   23700000  +1                                  St1   7517   3253          314         7517         3253        -1000            2         5551         3253     -3241898 1 1      3241898     -5557506         5551         3253 
   23800000  +1                                  St1   7615   3015          314         7615         3015        -1000            2         5649         3015     -3003702 1 1      3003702     -5655030         5649         3015 
   23900000  +1                                  St1   7706   2774          314         7706         2774        -1000            2         5740         2774     -2762520 1 1      2762520     -5745548         5740         2774 
   24000000  +1                                  St1   7790   2531          314         7790         2531        -1000            2         5824         2531     -2519352 1 1      2519352     -5829062         5824         2531 
   24100000  +1                                  St1   7865   2285          314         7865         2285        -1000            2         5899         2285     -2273202 1 1      2273202     -5903570         5899         2285 
   24200000  +1                                  St1   7933   2037          314         7933         2037        -1000            2         5967         2037     -2025066 1 1      2025066     -5971074         5967         2037 
   24300000  +1                                  St1   7993   1786          314         7993         1786        -1000            2         6027         1786     -1773946 1 1      1773946     -6030572         6027         1786 
   24400000  +1                                  St1   8045   1534          314         8045         1534        -1000            2         6079         1534     -1521842 1 1      1521842     -6082068         6079         1534 
   24500000  +1                                  St1   8090   1281          314         8090         1281        -1000            2         6124         1281     -1268752 1 1      1268752     -6126562         6124         1281 
   24600000  +1                                  St1   8126   1026          314         8126         1026        -1000            2         6160         1026     -1013680 1 1      1013680     -6162052         6160         1026 
   24700000  +1                                  St1   8154    770          314         8154          770        -1000            2         6188          770      -757624 1 1       757624     -6189540         6188          770 
   24800000  +1                                  St1   8174    514          314         8174          514        -1000            2         6208          514      -501584 1 1       501584     -6209028         6208          514 
   24900000  +1                                  St1   8186    257          314         8186          257        -1000            2         6220          257      -244560 1 1       244560     -6220514         6220          257 
   25000000  +1                                  St1   8191      0          314         8191            0        -1000            2         6225            0        12450 1 1       -12450     -6225000         6225            0 
   25000000  +2                                  St1   8191      0          314         8191            0        -1000            2         6225            0        12450 0 0       -12450     -6225000         6225            0 
   25000000  +3                                  St0   8191      0          314         8191            0        -1000            2         6225            0        12450 0 0       -12450     -6225000         6225            0 
   25010000  +2                                  St0   8191      0          314         8191            0        -1000            2        10157            0        20314 0 0        20314     10157000        10157            0 
   25100000  +1                                  St0   8186   -257          314         8186         -257        -1000            2        10152         -257       277304 0 0       277304     10151486        10152         -257 
   25200000  +1                                  St0   8174   -514          314         8174         -514        -1000            2        10140         -514       534280 0 0       534280     10138972        10140         -514 
   25300000  +1                                  St0   8154   -770          314         8154         -770        -1000            2        10120         -770       790240 0 0       790240     10118460        10120         -770 
   25400000  +1                                  St0   8126  -1026          314         8126        -1026        -1000            2        10092        -1026      1046184 0 0      1046184     10089948        10092        -1026 
   25500000  +1                                  St0   8090  -1281          314         8090        -1281        -1000            2        10056        -1281      1301112 0 0      1301112     10053438        10056        -1281 
   25600000  +1                                  St0   8045  -1534          314         8045        -1534        -1000            2        10011        -1534      1554022 0 0      1554022     10007932        10011        -1534 
   25700000  +1                                  St0   7993  -1786          314         7993        -1786        -1000            2         9959        -1786      1805918 0 0      1805918      9955428         9959        -1786 
   25800000  +1                                  St0   7933  -2037          314         7933        -2037        -1000            2         9899        -2037      2056798 0 0      2056798      9894926         9899        -2037 
   25900000  +1                                  St0   7865  -2285          314         7865        -2285        -1000            2         9831        -2285      2304662 0 0      2304662      9826430         9831        -2285 
   26000000  +1                                  St0   7790  -2531          314         7790        -2531        -1000            2         9756        -2531      2550512 0 0      2550512      9750938         9756        -2531 
   26100000  +1                                  St0   7706  -2774          314         7706        -2774        -1000            2         9672        -2774      2793344 0 0      2793344      9666452         9672        -2774 
   26200000  +1                                  St0   7615  -3015          314         7615        -3015        -1000            2         9581        -3015      3034162 0 0      3034162      9574970         9581        -3015 
   26300000  +1                                  St0   7517  -3253          314         7517        -3253        -1000            2         9483        -3253      3271966 0 0      3271966      9476494         9483        -3253 
   26400000  +1                                  St0   7411  -3487          314         7411        -3487        -1000            2         9377        -3487      3505754 0 0      3505754      9370026         9377        -3487 
   26500000  +1                                  St0   7298  -3718          314         7298        -3718        -1000            2         9264        -3718      3736528 0 0      3736528      9256564         9264        -3718 
   26600000  +1                                  St0   7177  -3946          314         7177        -3946        -1000            2         9143        -3946      3964286 0 0      3964286      9135108         9143        -3946 
   26700000  +1                                  St0   7050  -4169          314         7050        -4169        -1000            2         9016        -4169      4187032 0 0      4187032      9007662         9016        -4169 
   26800000  +1                                  St0   6915  -4388          314         6915        -4388        -1000            2         8881        -4388      4405762 0 0      4405762      8872224         8881        -4388 
   26900000  +1                                  St0   6774  -4604          314         6774        -4604        -1000            2         8740        -4604      4621480 0 0      4621480      8730792         8740        -4604 
   27000000  +1                                  St0   6626  -4814          314         6626        -4814        -1000            2         8592        -4814      4831184 0 0      4831184      8582372         8592        -4814 
   27100000  +1                                  St0   6472  -5020          314         6472        -5020        -1000            2         8438        -5020      5036876 0 0      5036876      8427960         8438        -5020 
   27200000  +1                                  St0   6311  -5221          314         6311        -5221        -1000            2         8277        -5221      5237554 0 0      5237554      8266558         8277        -5221 
   27300000  +1                                  St0   6144  -5416          314         6144        -5416        -1000            2         8110        -5416      5432220 0 0      5432220      8099168         8110        -5416 
   27400000  +1                                  St0   5970  -5607          314         5970        -5607        -1000            2         7936        -5607      5622872 0 0      5622872      7924786         7936        -5607 
   27500000  +1                                  St0   5791  -5791          314         5791        -5791        -1000            2         7757        -5791      5806514 0 0      5806514      7745418         7757        -5791 
   27600000  +1                                  St0   5607  -5970          314         5607        -5970        -1000            2         7573        -5970      5985146 0 0      5985146      7561060         7573        -5970 
   27700000  +1                                  St0   5416  -6144          314         5416        -6144        -1000            2         7382        -6144      6158764 0 0      6158764      7369712         7382        -6144 
   27800000  +1                                  St0   5221  -6311          314         5221        -6311        -1000            2         7187        -6311      6325374 0 0      6325374      7174378         7187        -6311 
   27900000  +1                                  St0   5020  -6472          314         5020        -6472        -1000            2         6986        -6472      6485972 0 0      6485972      6973056         6986        -6472 
   28000000  +1                                  St0   4814  -6626          314         4814        -6626        -1000            2         6780        -6626      6639560 0 0      6639560      6766748         6780        -6626 
   28100000  +1                                  St0   4604  -6774          314         4604        -6774        -1000            2         6570        -6774      6787140 0 0      6787140      6556452         6570        -6774 
   28200000  +1                                  St0   4388  -6915          314         4388        -6915        -1000            2         6354        -6915      6927708 0 0      6927708      6340170         6354        -6915 
   28300000  +1                                  St0   4169  -7050          314         4169        -7050        -1000            2         6135        -7050      7062270 0 0      7062270      6120900         6135        -7050 
   28400000  +1                                  St0   3946  -7177          314         3946        -7177        -1000            2         5912        -7177      7188824 0 0      7188824      5897646         5912        -7177 
   28500000  +1                                  St0   3718  -7298          314         3718        -7298        -1000            2         5684        -7298      7309368 0 0      7309368      5669404         5684        -7298 
   28600000  +1                                  St0   3487  -7411          314         3487        -7411        -1000            2         5453        -7411      7421906 0 0      7421906      5438178         5453        -7411 
   28700000  +1                                  St0   3253  -7517          314         3253        -7517        -1000            2         5219        -7517      7527438 0 0      7527438      5203966         5219        -7517 
   28800000  +1                                  St0   3015  -7615          314         3015        -7615        -1000            2         4981        -7615      7624962 0 0      7624962      4965770         4981        -7615 
   28900000  +1                                  St0   2774  -7706          314         2774        -7706        -1000            2         4740        -7706      7715480 0 0      7715480      4724588         4740        -7706 
   29000000  +1                                  St0   2531  -7790          314         2531        -7790        -1000            2         4497        -7790      7798994 0 0      7798994      4481420         4497        -7790 
   29100000  +1                                  St0   2285  -7865          314         2285        -7865        -1000            2         4251        -7865      7873502 0 0      7873502      4235270         4251        -7865 
   29200000  +1                                  St0   2037  -7933          314         2037        -7933        -1000            2         4003        -7933      7941006 0 0      7941006      3987134         4003        -7933 
   29300000  +1                                  St0   1786  -7993          314         1786        -7993        -1000            2         3752        -7993      8000504 0 0      8000504      3736014         3752        -7993 
   29400000  +1                                  St0   1534  -8045          314         1534        -8045        -1000            2         3500        -8045      8052000 0 0      8052000      3483910         3500        -8045 
   29500000  +1                                  St0   1281  -8090          314         1281        -8090        -1000            2         3247        -8090      8096494 0 0      8096494      3230820         3247        -8090 
   29600000  +1                                  St0   1026  -8126          314         1026        -8126        -1000            2         2992        -8126      8131984 0 0      8131984      2975748         2992        -8126 
   29700000  +1                                  St0    770  -8154          314          770        -8154        -1000            2         2736        -8154      8159472 0 0      8159472      2719692         2736        -8154 
   29800000  +1                                  St0    514  -8174          314          514        -8174        -1000            2         2480        -8174      8178960 0 0      8178960      2463652         2480        -8174 
   29900000  +1                                  St0    257  -8186          314          257        -8186        -1000            2         2223        -8186      8190446 0 0      8190446      2206628         2223        -8186 
   30000000  +1                                  St0      0  -8191          314            0        -8191        -1000            2         1966        -8191      8194932 0 0      8194932      1949618         1966        -8191 
   30100000  +1                                  St0   -257  -8186          314         -257        -8186        -1000            2         1709        -8186      8189418 0 0      8189418      1692628         1709        -8186 
   30200000  +1                                  St0   -514  -8174          314         -514        -8174        -1000            2         1452        -8174      8176904 0 0      8176904      1435652         1452        -8174 
   30300000  +1                                  St0   -770  -8154          314         -770        -8154        -1000            2         1196        -8154      8156392 0 0      8156392      1179692         1196        -8154 
   30400000  +1                                  St0  -1026  -8126          314        -1026        -8126        -1000            2          940        -8126      8127880 0 0      8127880       923748          940        -8126 
   30500000  +1                                  St0  -1281  -8090          314        -1281        -8090        -1000            2          685        -8090      8091370 0 0      8091370       668820          685        -8090 
   30600000  +1                                  St0  -1534  -8045          314        -1534        -8045        -1000            2          432        -8045      8045864 0 0      8045864       415910          432        -8045 
   30700000  +1                                  St0  -1786  -7993          314        -1786        -7993        -1000            2          180        -7993      7993360 0 0      7993360       164014          180        -7993 
   30800000  +1                                  St0  -2037  -7933          314        -2037        -7933        -1000            2          -71        -7933      7932858 0 0      7932858       -86866          -71        -7933 
   30900000  +1                                  St0  -2285  -7865          314        -2285        -7865        -1000            2         -319        -7865      7864362 0 0      7864362      -334730         -319        -7865 
   31000000  +1                                  St0  -2531  -7790          314        -2531        -7790        -1000            2         -565        -7790      7788870 0 0      7788870      -580580         -565        -7790 
   31100000  +1                                  St0  -2774  -7706          314        -2774        -7706        -1000            2         -808        -7706      7704384 0 0      7704384      -823412         -808        -7706 
   31200000  +1                                  St0  -3015  -7615          314        -3015        -7615        -1000            2        -1049        -7615      7612902 0 0      7612902     -1064230        -1049        -7615 
   31300000  +1                                  St0  -3253  -7517          314        -3253        -7517        -1000            2        -1287        -7517      7514426 0 0      7514426     -1302034        -1287        -7517 
   31400000  +1                                  St0  -3487  -7411          314        -3487        -7411        -1000            2        -1521        -7411      7407958 0 0      7407958     -1535822        -1521        -7411 
   31500000  +1                                  St0  -3718  -7298          314        -3718        -7298        -1000            2        -1752        -7298      7294496 0 0      7294496     -1766596        -1752        -7298 
   31600000  +1                                  St0  -3946  -7177          314        -3946        -7177        -1000            2        -1980        -7177      7173040 0 0      7173040     -1994354        -1980        -7177 
   31700000  +1                                  St0  -4169  -7050          314        -4169        -7050        -1000            2        -2203        -7050      7045594 0 0      7045594     -2217100        -2203        -7050 
   31800000  +1                                  St0  -4388  -6915          314        -4388        -6915        -1000            2        -2422        -6915      6910156 0 0      6910156     -2435830        -2422        -6915 
   31900000  +1                                  St0  -4604  -6774          314        -4604        -6774        -1000            2        -2638        -6774      6768724 0 0      6768724     -2651548        -2638        -6774 
   32000000  +1                                  St0  -4814  -6626          314        -4814        -6626        -1000            2        -2848        -6626      6620304 0 0      6620304     -2861252        -2848        -6626 
   32100000  +1                                  St0  -5020  -6472          314        -5020        -6472        -1000            2        -3054        -6472      6465892 0 0      6465892     -3066944        -3054        -6472 
   32200000  +1                                  St0  -5221  -6311          314        -5221        -6311        -1000            2        -3255        -6311      6304490 0 0      6304490     -3267622        -3255        -6311 
   32300000  +1                                  St0  -5416  -6144          314        -5416        -6144        -1000            2        -3450        -6144      6137100 0 0      6137100     -3462288        -3450        -6144 
   32400000  +1                                  St0  -5607  -5970          314        -5607        -5970        -1000            2        -3641        -5970      5962718 0 0      5962718     -3652940        -3641        -5970 
   32500000  +1                                  St0  -5791  -5791          314        -5791        -5791        -1000            2        -3825        -5791      5783350 0 0      5783350     -3836582        -3825        -5791 
   32600000  +1                                  St0  -5970  -5607          314        -5970        -5607        -1000            2        -4004        -5607      5598992 0 0      5598992     -4015214        -4004        -5607 
   32700000  +1                                  St0  -6144  -5416          314        -6144        -5416        -1000            2        -4178        -5416      5407644 0 0      5407644     -4188832        -4178        -5416 
   32800000  +1                                  St0  -6311  -5221          314        -6311        -5221        -1000            2        -4345        -5221      5212310 0 0      5212310     -4355442        -4345        -5221 
   32900000  +1                                  St0  -6472  -5020          314        -6472        -5020        -1000            2        -4506        -5020      5010988 0 0      5010988     -4516040        -4506        -5020 
   33000000  +1                                  St0  -6626  -4814          314        -6626        -4814        -1000            2        -4660        -4814      4804680 0 0      4804680     -4669628        -4660        -4814 
   33100000  +1                                  St0  -6774  -4604          314        -6774        -4604        -1000            2        -4808        -4604      4594384 0 0      4594384     -4817208        -4808        -4604 
   33200000  +1                                  St0  -6915  -4388          314        -6915        -4388        -1000            2        -4949        -4388      4378102 0 0      4378102     -4957776        -4949        -4388 
   33300000  +1                                  St0  -7050  -4169          314        -7050        -4169        -1000            2        -5084        -4169      4158832 0 0      4158832     -5092338        -5084        -4169 
   33400000  +1                                  St0  -7177  -3946          314        -7177        -3946        -1000            2        -5211        -3946      3935578 0 0      3935578     -5218892        -5211        -3946 
   33500000  +1                                  St0  -7298  -3718          314        -7298        -3718        -1000            2        -5332        -3718      3707336 0 0      3707336     -5339436        -5332        -3718 
   33600000  +1                                  St0  -7411  -3487          314        -7411        -3487        -1000            2        -5445        -3487      3476110 0 0      3476110     -5451974        -5445        -3487 
   33700000  +1                                  St0  -7517  -3253          314        -7517        -3253        -1000            2        -5551        -3253      3241898 0 0      3241898     -5557506        -5551        -3253 
   33800000  +1                                  St0  -7615  -3015          314        -7615        -3015        -1000            2        -5649        -3015      3003702 0 0      3003702     -5655030        -5649        -3015 
   33900000  +1                                  St0  -7706  -2774          314        -7706        -2774        -1000            2        -5740        -2774      2762520 0 0      2762520     -5745548        -5740        -2774 
   34000000  +1                                  St0  -7790  -2531          314        -7790        -2531        -1000            2        -5824        -2531      2519352 0 0      2519352     -5829062        -5824        -2531 
   34100000  +1                                  St0  -7865  -2285          314        -7865        -2285        -1000            2        -5899        -2285      2273202 0 0      2273202     -5903570        -5899        -2285 
   34200000  +1                                  St0  -7933  -2037          314        -7933        -2037        -1000            2        -5967        -2037      2025066 0 0      2025066     -5971074        -5967        -2037 
   34300000  +1                                  St0  -7993  -1786          314        -7993        -1786        -1000            2        -6027        -1786      1773946 0 0      1773946     -6030572        -6027        -1786 
   34400000  +1                                  St0  -8045  -1534          314        -8045        -1534        -1000            2        -6079        -1534      1521842 0 0      1521842     -6082068        -6079        -1534 
   34500000  +1                                  St0  -8090  -1281          314        -8090        -1281        -1000            2        -6124        -1281      1268752 0 0      1268752     -6126562        -6124        -1281 
   34600000  +1                                  St0  -8126  -1026          314        -8126        -1026        -1000            2        -6160        -1026      1013680 0 0      1013680     -6162052        -6160        -1026 
   34700000  +1                                  St0  -8154   -770          314        -8154         -770        -1000            2        -6188         -770       757624 0 0       757624     -6189540        -6188         -770 
   34800000  +1                                  St0  -8174   -514          314        -8174         -514        -1000            2        -6208         -514       501584 0 0       501584     -6209028        -6208         -514 
   34900000  +1                                  St0  -8186   -257          314        -8186         -257        -1000            2        -6220         -257       244560 0 0       244560     -6220514        -6220         -257 
   35000000  +1                                  St0  -8191      0          314        -8191            0        -1000            2        -6225            0       -12450 0 0       -12450     -6225000        -6225            0 
   35000000  +2                                  St0  -8191      0          314        -8191            0        -1000            2        -6225            0       -12450 1 1       -12450     -6225000        -6225            0 
   35000000  +3                                  St1  -8191      0          314        -8191            0        -1000            2        -6225            0       -12450 1 1       -12450     -6225000        -6225            0 
   35010000  +2                                  St1  -8191      0          314        -8191            0        -1000            2       -10157            0       -20314 1 1        20314     10157000       -10157            0 
